"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jan 09 11:43:19 EST 2024","Tue Jan 09 11:43:20 EST 2024","860","","Array feature","","The user is able to run code in Editor for Graph page","","The user is able to run code in Editor for Graph page",""
"passed","Tue Jan 09 11:43:18 EST 2024","Tue Jan 09 11:43:19 EST 2024","912","","Array feature","","Navigating Basic Operations in Lists page","","Navigating Basic Operations in Lists page",""
"passed","Tue Jan 09 11:44:21 EST 2024","Tue Jan 09 11:44:23 EST 2024","1375","","User tests the Tree page on the Ds algo application","","The user is directed to ""Tree"" Page","","The user is directed to ""Tree"" Page",""
"passed","Tue Jan 09 11:43:42 EST 2024","Tue Jan 09 11:43:44 EST 2024","1824","","Array feature","","The user is able to run code in tryEditor for Squares of a Sorted Array","","The user is able to run code in tryEditor for Squares of a Sorted Array",""
"passed","Tue Jan 09 11:44:37 EST 2024","Tue Jan 09 11:44:38 EST 2024","468","","User tests the Tree page on the Ds algo application","","The user is able to navigate to Implementation in Python Page","","The user is able to navigate to Implementation in Python Page",""
"passed","Tue Jan 09 11:44:14 EST 2024","Tue Jan 09 11:44:14 EST 2024","770","","Queue feature","","Navigating Implementation using collections.deque page","","Navigating Implementation using collections.deque page",""
"passed","Tue Jan 09 11:43:54 EST 2024","Tue Jan 09 11:43:54 EST 2024","554","","Testing LinkedList page","","User navigated to tryEditor page with Run button from Implement Linked List in Python page","","User navigated to tryEditor page with Run button from Implement Linked List in Python page",""
"passed","Tue Jan 09 11:44:39 EST 2024","Tue Jan 09 11:44:39 EST 2024","368","","User tests the Tree page on the Ds algo application","","The user is able to navigate to binary tree traversals Page","","The user is able to navigate to binary tree traversals Page",""
"passed","Tue Jan 09 11:43:55 EST 2024","Tue Jan 09 11:43:56 EST 2024","488","","Testing LinkedList page","","user navigated to ""Traversal"" page","","user navigated to ""Traversal"" page",""
"passed","Tue Jan 09 11:44:23 EST 2024","Tue Jan 09 11:44:23 EST 2024","429","","User tests the Tree page on the Ds algo application","","The user is able to navigate to ""Overview of Trees"" page","","The user is able to navigate to ""Overview of Trees"" page",""
"passed","Tue Jan 09 11:42:30 EST 2024","Tue Jan 09 11:42:34 EST 2024","3589","","User launch dsalgo application and test Home page","","User is on Home page and click on dropdown ""Tree"" without sign in","","User is on Home page and click on dropdown ""Tree"" without sign in",""
"passed","Tue Jan 09 11:43:01 EST 2024","Tue Jan 09 11:43:03 EST 2024","1304","","Validating Login page","","Sign-Out scenario","","Sign-Out scenario",""
"passed","Tue Jan 09 11:44:06 EST 2024","Tue Jan 09 11:44:06 EST 2024","363","","Stack: Luanch the DS-Algo portal and test Stack module","","The user is able to navigate to ""Implementation"" Page","","The user is able to navigate to ""Implementation"" Page",""
"passed","Tue Jan 09 11:42:38 EST 2024","Tue Jan 09 11:42:44 EST 2024","6330","","Validating Register page","","User launch home page of an dsalgo project","","User launch home page of an dsalgo project",""
"passed","Tue Jan 09 11:42:57 EST 2024","Tue Jan 09 11:42:57 EST 2024","418","","Validating Login page","","User on login page and login with empty username and valid password","","User on login page and login with empty username and valid password",""
"passed","Tue Jan 09 11:43:47 EST 2024","Tue Jan 09 11:43:48 EST 2024","391","","Testing LinkedList page","","User navigated to ""Introduction"" page","","User navigated to ""Introduction"" page",""
"passed","Tue Jan 09 11:44:36 EST 2024","Tue Jan 09 11:44:36 EST 2024","714","","User tests the Tree page on the Ds algo application","","The user is able to run code in Editor for Graph page","","The user is able to run code in Editor for Graph page",""
"passed","Tue Jan 09 11:43:21 EST 2024","Tue Jan 09 11:43:22 EST 2024","1039","","Array feature","","The user is able to run code in Editor for Graph page","","The user is able to run code in Editor for Graph page",""
"passed","Tue Jan 09 11:44:04 EST 2024","Tue Jan 09 11:44:04 EST 2024","340","","Stack: Luanch the DS-Algo portal and test Stack module","","The user is directed to ""Stack"" Page","","The user is directed to ""Stack"" Page",""
"passed","Tue Jan 09 11:44:28 EST 2024","Tue Jan 09 11:44:28 EST 2024","525","","User tests the Tree page on the Ds algo application","","The user is able to run code in Editor for Graph page","","The user is able to run code in Editor for Graph page",""
"passed","Tue Jan 09 11:44:01 EST 2024","Tue Jan 09 11:44:01 EST 2024","426","","Testing LinkedList page","","User navigated to tryEditor page with Run button from Deletion page","","User navigated to tryEditor page with Run button from Deletion page",""
"passed","Tue Jan 09 11:44:12 EST 2024","Tue Jan 09 11:44:12 EST 2024","784","","Queue feature","","Navigating Implementation of Queue in Python page","","Navigating Implementation of Queue in Python page",""
"passed","Tue Jan 09 11:43:52 EST 2024","Tue Jan 09 11:43:52 EST 2024","381","","Testing LinkedList page","","User navigated to tryEditor page with Run button from Types of Linked List","","User navigated to tryEditor page with Run button from Types of Linked List",""
"passed","Tue Jan 09 11:44:21 EST 2024","Tue Jan 09 11:44:21 EST 2024","661","","User tests the Tree page on the Ds algo application","","The user is logged in to DS Algo portal","","The user is logged in to DS Algo portal",""
"passed","Tue Jan 09 11:43:04 EST 2024","Tue Jan 09 11:43:06 EST 2024","1440","","DataStructures-Introduction feature","","Navigating DataStructures-Introduction page","","Navigating DataStructures-Introduction page",""
"passed","Tue Jan 09 11:43:49 EST 2024","Tue Jan 09 11:43:50 EST 2024","372","","Testing LinkedList page","","User navigated to ""creating linked list"" page","","User navigated to ""creating linked list"" page",""
"passed","Tue Jan 09 11:44:47 EST 2024","Tue Jan 09 11:44:48 EST 2024","442","","User tests the Tree page on the Ds algo application","","The user is presented with error message for invalid code in Editor for Graph page","","The user is presented with error message for invalid code in Editor for Graph page",""
"passed","Tue Jan 09 11:41:58 EST 2024","Tue Jan 09 11:42:02 EST 2024","3446","","User launch dsalgo application and test Home page","","User is on Home page and click getstarted link ""Linkedlist"" on home page without sign in","","User is on Home page and click getstarted link ""Linkedlist"" on home page without sign in",""
"passed","Tue Jan 09 11:43:31 EST 2024","Tue Jan 09 11:43:31 EST 2024","362","","Array feature","","The user is able to navigate to Question page from Max Consecutive Ones","","The user is able to navigate to Question page from Max Consecutive Ones",""
"passed","Tue Jan 09 11:44:08 EST 2024","Tue Jan 09 11:44:08 EST 2024","353","","Stack: Luanch the DS-Algo portal and test Stack module","","The user is able to navigate to Applications page having an tryEditor","","The user is able to navigate to Applications page having an tryEditor",""
"passed","Tue Jan 09 11:43:17 EST 2024","Tue Jan 09 11:43:18 EST 2024","607","","Array feature","","The user is presented with error message for invalid code in Editor for Graph page","","The user is presented with error message for invalid code in Editor for Graph page",""
"passed","Tue Jan 09 11:44:30 EST 2024","Tue Jan 09 11:44:30 EST 2024","685","","User tests the Tree page on the Ds algo application","","The user is able to run code in Editor for Graph page","","The user is able to run code in Editor for Graph page",""
"passed","Tue Jan 09 11:44:24 EST 2024","Tue Jan 09 11:44:25 EST 2024","461","","User tests the Tree page on the Ds algo application","","The user is presented with error message for invalid code in Editor for Graph page","","The user is presented with error message for invalid code in Editor for Graph page",""
"passed","Tue Jan 09 11:44:48 EST 2024","Tue Jan 09 11:44:48 EST 2024","544","","User tests the Tree page on the Ds algo application","","The user is able to navigate to ""Implementation of BST"" Page","","The user is able to navigate to ""Implementation of BST"" Page",""
"passed","Tue Jan 09 11:44:27 EST 2024","Tue Jan 09 11:44:28 EST 2024","315","","User tests the Tree page on the Ds algo application","","The user is able to navigate to a page having an tryEditor from Types of Trees page","","The user is able to navigate to a page having an tryEditor from Types of Trees page",""
"passed","Tue Jan 09 11:43:11 EST 2024","Tue Jan 09 11:43:12 EST 2024","700","","Array feature","","The user is logged in to DS Algo portal","","The user is logged in to DS Algo portal",""
"passed","Tue Jan 09 11:44:20 EST 2024","Tue Jan 09 11:44:20 EST 2024","435","","Queue feature","","The user is able to click and navigate to Practice Questions","","The user is able to click and navigate to Practice Questions",""
"passed","Tue Jan 09 11:45:01 EST 2024","Tue Jan 09 11:45:01 EST 2024","526","","Graph: Luanch the DS-Algo portal and test Graph module","","The user is presented with error message for invalid code in Editor for Graph Representations page","","The user is presented with error message for invalid code in Editor for Graph Representations page",""
"passed","Tue Jan 09 11:42:45 EST 2024","Tue Jan 09 11:42:45 EST 2024","281","","Validating Register page","","The user is presented with error message for empty fields below Username textbox","","The user is presented with error message for empty fields below Username textbox",""
"passed","Tue Jan 09 11:44:14 EST 2024","Tue Jan 09 11:44:15 EST 2024","777","","Queue feature","","The user is able to run code in Editor for Graph page","","The user is able to run code in Editor for Graph page",""
"passed","Tue Jan 09 11:43:23 EST 2024","Tue Jan 09 11:43:24 EST 2024","977","","Array feature","","Navigating to Practice Questions page","","Navigating to Practice Questions page",""
"passed","Tue Jan 09 11:42:51 EST 2024","Tue Jan 09 11:42:52 EST 2024","1353","","Validating Register page","","The user is presented with error message for password too similar to your other personal information","","The user is presented with error message for password too similar to your other personal information",""
"passed","Tue Jan 09 11:44:04 EST 2024","Tue Jan 09 11:44:05 EST 2024","409","","Stack: Luanch the DS-Algo portal and test Stack module","","The user is able to navigate to a page having an tryEditor from Operations in Stack page","","The user is able to navigate to a page having an tryEditor from Operations in Stack page",""
"passed","Tue Jan 09 11:44:56 EST 2024","Tue Jan 09 11:44:58 EST 2024","1486","","Graph: Luanch the DS-Algo portal and test Graph module","","The user is able to navigate to graph page and click on Graph Representations link","","The user is able to navigate to graph page and click on Graph Representations link",""
"passed","Tue Jan 09 11:44:44 EST 2024","Tue Jan 09 11:44:45 EST 2024","993","","User tests the Tree page on the Ds algo application","","The user is able to run code in Editor for Graph page","","The user is able to run code in Editor for Graph page",""
"passed","Tue Jan 09 11:44:50 EST 2024","Tue Jan 09 11:44:51 EST 2024","1063","","User tests the Tree page on the Ds algo application","","The user validating ""Practice Questions"" page","","The user validating ""Practice Questions"" page",""
"passed","Tue Jan 09 11:43:14 EST 2024","Tue Jan 09 11:43:15 EST 2024","992","","Array feature","","The user is presented with error message for invalid code in Editor for Graph page","","The user is presented with error message for invalid code in Editor for Graph page",""
"passed","Tue Jan 09 11:44:52 EST 2024","Tue Jan 09 11:44:54 EST 2024","1384","","Graph: Luanch the DS-Algo portal and test Graph module","","The user is able to navigate to Graph Graph page","","The user is able to navigate to Graph Graph page",""
"passed","Tue Jan 09 11:44:07 EST 2024","Tue Jan 09 11:44:08 EST 2024","420","","Stack: Luanch the DS-Algo portal and test Stack module","","The user is presented with error message for invalid code in Editor for Graph page","","The user is presented with error message for invalid code in Editor for Graph page",""
"passed","Tue Jan 09 11:44:26 EST 2024","Tue Jan 09 11:44:27 EST 2024","563","","User tests the Tree page on the Ds algo application","","The user is presented with error message for invalid code in Editor for Graph page","","The user is presented with error message for invalid code in Editor for Graph page",""
"passed","Tue Jan 09 11:43:48 EST 2024","Tue Jan 09 11:43:48 EST 2024","325","","Testing LinkedList page","","User navigated to tryEditor page with Run button from Introduction page","","User navigated to tryEditor page with Run button from Introduction page",""
"passed","Tue Jan 09 11:44:54 EST 2024","Tue Jan 09 11:44:55 EST 2024","1540","","Graph: Luanch the DS-Algo portal and test Graph module","","The user should be redirected to tryeditor page with run button to test python code","","The user should be redirected to tryeditor page with run button to test python code",""
"passed","Tue Jan 09 11:43:04 EST 2024","Tue Jan 09 11:43:04 EST 2024","594","","DataStructures-Introduction feature","","Navigating to DataStructures-Introduction page","","Navigating to DataStructures-Introduction page",""
"passed","Tue Jan 09 11:45:01 EST 2024","Tue Jan 09 11:45:04 EST 2024","2588","","Graph: Luanch the DS-Algo portal and test Graph module","","The user is able to navigate to graph url and click on Practice Questions","","The user is able to navigate to graph url and click on Practice Questions",""
"passed","Tue Jan 09 11:44:41 EST 2024","Tue Jan 09 11:44:41 EST 2024","513","","User tests the Tree page on the Ds algo application","","The user is able to navigate to Implementation of Binary Trees Page","","The user is able to navigate to Implementation of Binary Trees Page",""
"passed","Tue Jan 09 11:44:30 EST 2024","Tue Jan 09 11:44:31 EST 2024","428","","User tests the Tree page on the Ds algo application","","The user is presented with error message for invalid code in Editor for Graph page","","The user is presented with error message for invalid code in Editor for Graph page",""
"passed","Tue Jan 09 11:44:06 EST 2024","Tue Jan 09 11:44:07 EST 2024","380","","Stack: Luanch the DS-Algo portal and test Stack module","","The user is able to navigate to Implementation page having an tryEditor","","The user is able to navigate to Implementation page having an tryEditor",""
"passed","Tue Jan 09 11:43:51 EST 2024","Tue Jan 09 11:43:52 EST 2024","405","","Testing LinkedList page","","User navigated to ""Types of linked list"" page","","User navigated to ""Types of linked list"" page",""
"passed","Tue Jan 09 11:44:39 EST 2024","Tue Jan 09 11:44:40 EST 2024","331","","User tests the Tree page on the Ds algo application","","The user is able to navigate to a page having an tryEditor from Binary Tree Traversals page","","The user is able to navigate to a page having an tryEditor from Binary Tree Traversals page",""
"passed","Tue Jan 09 11:43:31 EST 2024","Tue Jan 09 11:43:33 EST 2024","2268","","Array feature","","The user is able to run code in tryEditor for Max Consecutive Ones","","The user is able to run code in tryEditor for Max Consecutive Ones",""
"passed","Tue Jan 09 11:44:07 EST 2024","Tue Jan 09 11:44:07 EST 2024","611","","Stack: Luanch the DS-Algo portal and test Stack module","","The user is able to run code in Editor for Graph page","","The user is able to run code in Editor for Graph page",""
"passed","Tue Jan 09 11:44:11 EST 2024","Tue Jan 09 11:44:12 EST 2024","291","","Queue feature","","Navigating to Queue page","","Navigating to Queue page",""
"passed","Tue Jan 09 11:43:09 EST 2024","Tue Jan 09 11:43:10 EST 2024","612","","DataStructures-Introduction feature","","The user is presented with error message for invalid code in Editor for Graph page","","The user is presented with error message for invalid code in Editor for Graph page",""
"passed","Tue Jan 09 11:44:08 EST 2024","Tue Jan 09 11:44:08 EST 2024","340","","Stack: Luanch the DS-Algo portal and test Stack module","","The user is able to navigate to ""Applications"" in stack Page","","The user is able to navigate to ""Applications"" in stack Page",""
"passed","Tue Jan 09 11:41:40 EST 2024","Tue Jan 09 11:41:47 EST 2024","6887","","User launch dsalgo application and test Home page","","User launch home page of an dsalgo project","","User launch home page of an dsalgo project",""
"passed","Tue Jan 09 11:43:30 EST 2024","Tue Jan 09 11:43:31 EST 2024","576","","Array feature","","The user is presented with error message for code with invalid syntax in tryEditor for Search the array link","","The user is presented with error message for code with invalid syntax in tryEditor for Search the array link",""
"passed","Tue Jan 09 11:43:36 EST 2024","Tue Jan 09 11:43:37 EST 2024","480","","Array feature","","The user is presented with error message for invalid code in tryEditor for Max Consecutive Ones","","The user is presented with error message for invalid code in tryEditor for Max Consecutive Ones",""
"passed","Tue Jan 09 11:44:45 EST 2024","Tue Jan 09 11:44:45 EST 2024","434","","User tests the Tree page on the Ds algo application","","The user is presented with error message for invalid code in Editor for Graph page","","The user is presented with error message for invalid code in Editor for Graph page",""
"passed","Tue Jan 09 11:44:32 EST 2024","Tue Jan 09 11:44:33 EST 2024","534","","User tests the Tree page on the Ds algo application","","The user is able to navigate to ""Binary trees"" Page","","The user is able to navigate to ""Binary trees"" Page",""
"passed","Tue Jan 09 11:44:36 EST 2024","Tue Jan 09 11:44:37 EST 2024","491","","User tests the Tree page on the Ds algo application","","The user is presented with error message for invalid code in Editor for Graph page","","The user is presented with error message for invalid code in Editor for Graph page",""
